"run_label","action_identity","source_event","command_pre_step_tick","command_post_step_tick","command_pre_step_time_s","measured_response_tick","command_post_step_time_s","nominal_selected_joint_deg","nominal_wheel_rad_s","measured_response_status","available_response_sample_tick","available_response_sample","entry_observation_tick","entry_physical_state","successor_start_tick","continuation_condition_or_wait_reason","source_path","source_line","evidence_pointer","physical_source_path","sample_limit","selected_joint_array_order","leg_and_wheel_array_order","endpoint_time_s","successor_time_s","successor_source_line","measured_event_time_s","terminal_tick","terminal_phase","completion_values","nominal_rr_carry","summary_source","physical_task_success","independent_final_evaluator","owner_observation_tick","decision_end_tick","owner_source_ticks","last_observed_wait_tick","observed_decision_snapshots","TOP_diagnostic_decision_line","TOP_diagnostic_reported_at_decision_end_tick","TOP_diagnostic","TOP_classification_at_command_tick","actual_native_wheel_target_rad_s","terminal_physical_sample_tick","terminal_physical_sample","RR_front_advance_to_terminal_m"
"B_AFTER_FULL","FR_P07","Actual native nominal dispatch; no action onset inferred from semantic stage alone",5200,5201,43.333333333333336,,43.34166666666667,"[49.2,31.1,6.9,0,0]","[0.3,-0.63,0.3,0.3]","exact physical response onset not established",5208,"{""episode_physics_tick"":5208,""source_lines"":[5209,5208,651],""semantic_endpoint_observation_tick"":5208,""calibrated_body_rpy_rad"":[-0.04636357596631507,-0.02573162377950046,-0.021580614381050602],""com_position_world_m"":[0.5995347823856604,-0.1294307112024856,0.16896312169194605],""com_valid"":true,""RR_front_distance_derived_m"":-0.21297186272311563,""RR_top_clearance_derived_m"":-0.050475633464122885,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,true],""legs_bearing_force_n"":[0,10.605359077453613,12.103724479675293,2.907062530517578],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.41401071969089454,0.4725037262928624,0.11348555401624305],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":49.19020776897118,""FR_knee_actual_deg"":43.45624408382777,""RL_hip_actual_deg"":8.022009542278559,""RR_hip_actual_deg"":0.02465898393572946,""RR_knee_actual_deg"":0.14315430167016086}",5200,"{""episode_physics_tick"":5200,""source_lines"":[5201,5200,650],""semantic_endpoint_observation_tick"":5200,""calibrated_body_rpy_rad"":[-0.04531577878789085,-0.025856992039683835,-0.021527980963455293],""com_position_world_m"":[0.5978271252756845,-0.1295869160754447,0.1681861836531096],""com_valid"":true,""RR_front_distance_derived_m"":-0.21442740814853067,""RR_top_clearance_derived_m"":-0.050660830999461726,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,true],""legs_bearing_force_n"":[0,11.935014724731445,14.290712356567383,2.453608512878418],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.4161538082198322,0.4982930064624238,0.08555318531774402],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":46.19048430814996,""FR_knee_actual_deg"":46.14172078622046,""RL_hip_actual_deg"":7.878181980057367,""RR_hip_actual_deg"":-0.11970162652541222,""RR_knee_actual_deg"":0.030120160404190965}",,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\native_tick_audit.jsonl",5201,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\physical_observations.jsonl","Explicit nearest retained pre/after samples; not onset or same-tick fill. Body motion is not leg loading.","[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,,,,,,,,,,,,,
"B_AFTER_FULL","four_wheel_stop_after_FR","Actual native nominal dispatch; no action onset inferred from semantic stage alone",5320,5321,44.333333333333336,,44.34166666666667,"[49.2,31.1,6.9,0,0]","[0,0,0,0]","exact physical response onset not established",5328,"{""episode_physics_tick"":5328,""source_lines"":[5329,5328,666],""semantic_endpoint_observation_tick"":5328,""calibrated_body_rpy_rad"":[-0.05074548731416526,-0.04896012029129769,-0.020506094095996318],""com_position_world_m"":[0.6001076528968278,-0.12848343112410804,0.1745169722868155],""com_valid"":true,""RR_front_distance_derived_m"":-0.20741831915545816,""RR_top_clearance_derived_m"":-0.04999698767948171,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,true],""legs_bearing_force_n"":[0,13.04470443725586,14.718982696533203,1.0444555282592773],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.4528131018470992,0.5109313317836313,0.036255566369269486],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":49.53927483178843,""FR_knee_actual_deg"":30.87178104752477,""RL_hip_actual_deg"":8.401636578989745,""RR_hip_actual_deg"":-0.08424259272758525,""RR_knee_actual_deg"":0.2180336895117063}",5320,"{""episode_physics_tick"":5320,""source_lines"":[5321,5320,665],""semantic_endpoint_observation_tick"":5320,""calibrated_body_rpy_rad"":[-0.05061907392853953,-0.0494194863511439,-0.020483620444112248],""com_position_world_m"":[0.5999753816601411,-0.12849797614621083,0.17454594452394348],""com_valid"":true,""RR_front_distance_derived_m"":-0.2075512077109849,""RR_top_clearance_derived_m"":-0.04999589772645499,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,true],""legs_bearing_force_n"":[0,13.053414344787598,14.54600715637207,1.0414210557937622],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.45576223251220266,0.507876370167769,0.03636139732002842],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":49.2832007945209,""FR_knee_actual_deg"":31.079217307712643,""RL_hip_actual_deg"":8.388360398790532,""RR_hip_actual_deg"":-0.0808796316958531,""RR_knee_actual_deg"":0.22461491215831164}",,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\native_tick_audit.jsonl",5321,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\physical_observations.jsonl","Explicit nearest retained pre/after samples; not onset or same-tick fill. Body motion is not leg loading.","[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,,,,,,,,,,,,,
"B_AFTER_FULL","RL_P08","Actual native nominal dispatch; no action onset inferred from semantic stage alone",5360,5361,44.666666666666664,,44.675,"[38.6,31.1,14.3,0,0]","[0,0,0,0]","exact physical response onset not established",5368,"{""episode_physics_tick"":5368,""source_lines"":[5369,5368,671],""semantic_endpoint_observation_tick"":5368,""calibrated_body_rpy_rad"":[-0.06308893148440972,-0.05455063251175873,-0.02000599136704665],""com_position_world_m"":[0.603558818513071,-0.12693603648669483,0.17085231555172867],""com_valid"":true,""RR_front_distance_derived_m"":-0.2038217748897111,""RR_top_clearance_derived_m"":-0.04999683405591163,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,true],""legs_bearing_force_n"":[0,12.633378028869629,15.951996803283691,0.5866221189498901],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.43306524575760547,0.5468256708658551,0.020109083376539487],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":40.349139190320386,""FR_knee_actual_deg"":30.352843764954713,""RL_hip_actual_deg"":10.547056200125049,""RR_hip_actual_deg"":0.03085108402687492,""RR_knee_actual_deg"":0.25490689200752076}",5360,"{""episode_physics_tick"":5360,""source_lines"":[5361,5360,670],""semantic_endpoint_observation_tick"":5360,""calibrated_body_rpy_rad"":[-0.05126886383219564,-0.04827069479186165,-0.020540305599081096],""com_position_world_m"":[0.6007242113322206,-0.12854094312186712,0.17213842636872503],""com_valid"":true,""RR_front_distance_derived_m"":-0.20711493151355143,""RR_top_clearance_derived_m"":-0.049995999261233576,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,true],""legs_bearing_force_n"":[0,13.347723960876465,15.007147789001465,0.6892814636230469],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.45956664195917635,0.5167011645574674,0.023732193483356197],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":42.063472275763985,""FR_knee_actual_deg"":30.614771274340946,""RL_hip_actual_deg"":8.435796916349917,""RR_hip_actual_deg"":-0.13411041750765657,""RR_knee_actual_deg"":0.19698756319410704}",,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\native_tick_audit.jsonl",5361,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\physical_observations.jsonl","Explicit nearest retained pre/after samples; not onset or same-tick fill. Body motion is not leg loading.","[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,,,,,,,,,,,,,
"B_AFTER_FULL","RR_P09","Actual native nominal dispatch; no action onset inferred from semantic stage alone",5408,5409,45.06666666666667,,45.075,"[38.6,31.1,31.199999999999996,1.6,0]","[0,0,0,0]","exact physical response onset not established",5416,"{""episode_physics_tick"":5416,""source_lines"":[5417,5416,677],""semantic_endpoint_observation_tick"":5416,""calibrated_body_rpy_rad"":[-0.17579813490666935,-0.07381939873596254,-0.021295594412639646],""com_position_world_m"":[0.6363173846110598,-0.11782155192579154,0.15441640957446176],""com_valid"":true,""RR_front_distance_derived_m"":-0.17074647205043192,""RR_top_clearance_derived_m"":-0.04956371377452833,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,false],""legs_bearing_force_n"":[0,13.768025398254395,15.6624116897583,0],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.46781586549600535,0.5321841345039946,0],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":38.57243623247082,""FR_knee_actual_deg"":28.849952845647202,""RL_hip_actual_deg"":28.262744954177023,""RR_hip_actual_deg"":0.8075884140120702,""RR_knee_actual_deg"":0.16338470500687707}",5408,"{""episode_physics_tick"":5408,""source_lines"":[5409,5408,676],""semantic_endpoint_observation_tick"":5408,""calibrated_body_rpy_rad"":[-0.16074970306705333,-0.07031431578533855,-0.02087413059173869],""com_position_world_m"":[0.6315900038197482,-0.11823843903378962,0.15756922210346938],""com_valid"":true,""RR_front_distance_derived_m"":-0.17287468569445963,""RR_top_clearance_derived_m"":-0.04998478710194664,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,false],""legs_bearing_force_n"":[0,12.77481746673584,16.169971466064453,0],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.44135120475034423,0.5586487952496557,0],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":38.60397121586877,""FR_knee_actual_deg"":28.896473264084158,""RL_hip_actual_deg"":25.454133601427344,""RR_hip_actual_deg"":-0.26015404810019754,""RR_knee_actual_deg"":0.1842730176442562}",,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\native_tick_audit.jsonl",5409,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\physical_observations.jsonl","Explicit nearest retained pre/after samples; not onset or same-tick fill. Body motion is not leg loading.","[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,,,,,,,,,,,,,
"B_AFTER_FULL","P07_actual_start_tick","actual_start_tick",,,,,,,,"exact physical response onset not established",,,,,5160,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\video_policy_decisions.jsonl",645,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,5160,5160,,,,,,,,,,,
"B_AFTER_FULL","P07_fr_group_start_tick","fr_group_start_tick",,,,,,,,"exact physical response onset not established",,,,,5200,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\video_policy_decisions.jsonl",650,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,5200,5200,,,,,,,,,,,
"B_AFTER_FULL","P08_actual_start_tick","actual_start_tick",,,,,,,,"exact physical response onset not established",,,,,5360,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\video_policy_decisions.jsonl",670,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,5360,5360,,,,,,,,,,,
"B_AFTER_FULL","P09_actual_start_tick","actual_start_tick",,,,,,,,"exact physical response onset not established",,,,,5408,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\video_policy_decisions.jsonl",676,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,5408,5408,,,,,,,,,,,
"B_AFTER_FULL","P08_pending",,,,,,,,,"exact physical response onset not established",,,,,,"P07_source_groups_and_measured_FL_space_FR_response","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\video_policy_decisions.jsonl",646,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,5168,,0,5352,24,,,,,,,,
"B_AFTER_FULL","P09_pending",,,,,,,,,"exact physical response onset not established",,,,,,"RL_source_assist_response_and_RR_measured_unload_or_lift","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\video_policy_decisions.jsonl",647,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,5176,,0,5400,29,,,,,,,,
"B_AFTER_FULL","RR_whole_body_initial_clearance","whole_body_initial_clearance",,,,5421,,,,"Recorded evaluator event at actual physical tick",,,,,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\stage_transition_evidence.jsonl",18,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,45.175,,,,,,,,,,,,,,,,,,,,
"B_AFTER_FULL","RR_qualified_measured_upward_lift","qualified_measured_upward_lift",,,,5425,,,,"Recorded evaluator event at actual physical tick",,,,,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\stage_transition_evidence.jsonl",19,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,45.208333333333336,,,,,,,,,,,,,,,,,,,,
"B_AFTER_FULL","first_recorded_TOP_continuation","Native wheel restart within first decision reporting current_TOP_corner_continuation",6273,6274,52.275,,52.28333333333333,,"[0.3,0.3,0.3,0.3]","exact physical response onset not established",6274,"{""physical_source_line"":6275,""measured_wheel_velocity_rad_s"":[0.5656887888908386,0.23657698929309845,0.20537397265434265,0.22379310429096222],""RR_front_distance_m"":-0.029681828190568638,""RR_clearance_m"":-0.011996795127102382}",6273,"{""physical_source_line"":6274,""measured_wheel_velocity_rad_s"":[0.07791904360055923,-0.023500308394432068,0.08899563550949097,-0.056949302554130554],""RR_front_distance_m"":-0.029748168160203647,""RR_clearance_m"":-0.012049000113502996}",,"Measured TOP continuation after finite owner; advance is not C/P success","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\native_tick_audit.jsonl",6274,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\physical_observations.jsonl",,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,,,,,,785,6280,"{""source_joint_owners_continued"":true,""added_rolling_suggestion"":true,""ordered_source_wheel_owner"":false,""current_TOP_continuation_eligible"":true,""reason"":""current_TOP_corner_continuation"",""fixed_lift_timer_gate"":false,""above_top_15mm_action_gate"":false}","not separately recorded; do not move endpoint classification backward","[-0.30000001192092896,0.30000001192092896,-0.30000001192092896,0.30000001192092896]",6374,"{""physical_source_line"":6375,""measured_wheel_velocity_rad_s"":[0.32874396443367004,0.17778155207633972,0.4480108916759491,0.22246888279914856],""RR_front_distance_m"":-0.019751604964021396,""RR_clearance_m"":-0.005733860554657154}",0.009996563196182251
"B_AFTER_FULL","RR_sequence_terminal_or_not_reached",,,,,,,,,"exact physical response onset not established",6374,"{""episode_physics_tick"":6374,""source_lines"":[6375,6374,null],""semantic_endpoint_observation_tick"":null,""calibrated_body_rpy_rad"":[0.06812674422382797,-0.16812403797386602,-0.24128134746174917],""com_position_world_m"":[0.681979983007494,-0.17878111944723726,0.1555718347910028],""com_valid"":true,""RR_front_distance_derived_m"":-0.019751604964021396,""RR_top_clearance_derived_m"":-0.005733860554657154,""legs_contact_surface"":null,""legs_top_contact"":null,""legs_support"":null,""legs_bearing_force_n"":null,""legs_bearing_verified"":null,""legs_load_fraction"":null,""legs_load_fraction_valid"":null,""RR_I_initial_lift_observed"":null,""RR_Q_lift_established"":null,""RR_current_lift_valid"":null,""RR_C_front_edge_crossed"":null,""RR_P_placed"":null,""FL_hip_actual_deg"":-19.452129587693744,""FR_knee_actual_deg"":30.48007652881371,""RL_hip_actual_deg"":14.126273400697661,""RR_hip_actual_deg"":-6.68970170369783,""RR_knee_actual_deg"":-60.000011087842644}",,,,"SAFETY_ABORT","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\video_policy_decisions.jsonl",797,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\physical_observations.jsonl",,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,6374,"P09",,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_timing_task_priority_v1\B_AFTER_FULL.summary.json",false,"{""physics_tick"":6374,""source"":""C:\\robotics_sim\\wlr_robot\\fsm_base_on_recording_ppo_phase_v1\\runs\\ppo_fsm_reference_p09_stable_v2\\video_eval\\prior_B\\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\\source\\semantic_video_source_manifest.json#/physical_episode/physical_task_evaluation"",""RR_current_lift_valid"":false,""RR_C"":false,""RR_P"":false,""termination_reason"":""SAFETY_ABORT"",""termination_source"":""HARD_JOINT_LIMIT""}",,,,,,,,,,,,,
"C_AFTER_FULL","RR_sequence_terminal_or_not_reached",,,,,,,,,"exact physical response onset not established",887,"{""episode_physics_tick"":887,""source_lines"":[888,887,null],""semantic_endpoint_observation_tick"":null,""calibrated_body_rpy_rad"":[0.0714739013632696,-0.10887381932269437,0.020253174555242184],""com_position_world_m"":[-0.029330733145691536,-0.12486359357523946,0.11601310506826866],""com_valid"":true,""RR_front_distance_derived_m"":-0.7052749510304963,""RR_top_clearance_derived_m"":-0.05027032564388313,""legs_contact_surface"":null,""legs_top_contact"":null,""legs_support"":null,""legs_bearing_force_n"":null,""legs_bearing_verified"":null,""legs_load_fraction"":null,""legs_load_fraction_valid"":null,""RR_I_initial_lift_observed"":null,""RR_Q_lift_established"":null,""RR_current_lift_valid"":null,""RR_C_front_edge_crossed"":null,""RR_P_placed"":null,""FL_hip_actual_deg"":3.7213204335130645,""FR_knee_actual_deg"":44.00200693436305,""RL_hip_actual_deg"":28.454087581133052,""RR_hip_actual_deg"":-5.509112043397589,""RR_knee_actual_deg"":-60.017311957010286}",,,,"SAFETY_ABORT","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\validation\20260915T0011185025896Z_gdbc492f25c0a_ccb65744dd8f48dd94fbf44d3a1285b8\source\video_policy_decisions.jsonl",111,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\validation\20260915T0011185025896Z_gdbc492f25c0a_ccb65744dd8f48dd94fbf44d3a1285b8\source\physical_observations.jsonl",,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,887,"P02",,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_timing_task_priority_v1\C_AFTER_FULL.summary.json",false,"{""physics_tick"":887,""source"":""C:\\robotics_sim\\wlr_robot\\fsm_base_on_recording_ppo_phase_v1\\runs\\ppo_fsm_reference_p09_stable_v2\\video_eval\\validation\\20260915T0011185025896Z_gdbc492f25c0a_ccb65744dd8f48dd94fbf44d3a1285b8\\source\\semantic_video_source_manifest.json#/physical_episode/physical_task_evaluation"",""RR_current_lift_valid"":false,""RR_C"":false,""RR_P"":false,""termination_reason"":""SAFETY_ABORT"",""termination_source"":""HARD_JOINT_LIMIT""}",,,,,,,,,,,,,
